,company_name,category_list,funding_total_usd,status,country_code,state_code,funding_rounds,first_funding_at,last_funding_at,homepage_url_new,time_bw_first_rounds,avg_time_bw_rounds,avg_raised_usd,avg_time_bw_rounds_float,time_bw_first_rounds_float,status_new,investor_count,cat_new,Region
147,Acutus Medical,biotechnology,63176464,operating,USA,CA,5,8/8/2011,9/30/2014,1,53 days 00:00:00.000000000,287 days 06:00:00.000000000,12635292.8,287,53,1,4,biotech,West
148,Acylin Therapeutics,biotechnology,6400000,operating,USA,WA,2,1/11/2011,6/4/2012,1,510 days 00:00:00.000000000,510 days 00:00:00.000000000,3200000,510,510,0,4,biotech,West
149,AD PathLabs,health care|medical|technology,8900000,closed,USA,CA,1,2/10/2003,2/10/2003,0,0 days 00:00:00.000000000,,8900000,0,0,0,3,medical/pharma,West
150,Adagio Medical,health care,6637111,operating,USA,CA,2,3/29/2013,8/19/2014,1,508 days 00:00:00.000000000,508 days 00:00:00.000000000,3318555.5,508,508,1,1,healthcare,West
151,Adamas Pharmaceuticals,health care,82000000,ipo,USA,CA,4,5/1/2005,10/1/2009,1,827 days 00:00:00.000000000,538 days 00:00:00.000000000,20500000,538,827,1,4,healthcare,West
152,Adamis Pharmaceuticals,biotechnology,16377078,ipo,USA,CA,5,4/6/2012,8/20/2014,1,94 days 00:00:00.000000000,216 days 12:00:00.000000000,3275415.6,216,94,1,1,biotech,West
153,Adapta Medical,health care,225000,operating,USA,CO,2,5/29/2009,1/10/2011,1,591 days 00:00:00.000000000,591 days 00:00:00.000000000,112500,591,591,0,1,healthcare,West
154,Adaptive Biotechnologies,bio-pharm|biotechnology|health care,401499480,operating,USA,WA,5,9/13/2013,5/7/2015,1,206 days 00:00:00.000000000,150 days 06:00:00.000000000,80299896,150,206,1,5,healthcare,West
155,Adaptive Symbiotic Technologies,biotechnology,1099000,operating,USA,WA,1,8/28/2014,8/28/2014,1,0 days 00:00:00.000000000,,1099000,0,0,1,1,biotech,West
156,Adaptive TCR,biotechnology|health diagnostics,10350000,closed,USA,WA,2,3/26/2010,6/10/2011,1,441 days 00:00:00.000000000,441 days 00:00:00.000000000,5175000,441,441,0,1,healthcare,West
157,Adartis Animal Health,biotechnology|medical,50000,operating,USA,VA,1,1/16/2014,1/16/2014,1,0 days 00:00:00.000000000,,0,0,0,1,1,medical/pharma,South
158,Adarza BioSystems,biotechnology|health diagnostics,7250000,operating,USA,MO,4,4/17/2013,10/2/2014,1,92 days 00:00:00.000000000,177 days 16:00:00.000000000,2416666.667,177,92,1,5,healthcare,Midwest
159,AdCare Health Systems,biotechnology|health care,36043700,ipo,USA,GA,7,12/14/2009,4/13/2015,1,323 days 00:00:00.000000000,324 days 08:00:00.000000000,5149100,324,323,1,1,healthcare,South
160,Addapp,fitness|health and wellness|health care|personal health|software,1800000,operating,USA,CA,1,4/4/2014,4/4/2014,1,0 days 00:00:00.000000000,,1800000,0,0,1,1,healthcare,West
161,Addiction Campuses of America,health care,6800000,operating,USA,TN,3,5/28/2014,5/15/2015,1,148 days 00:00:00.000000000,176 days 00:00:00.000000000,3400000,176,148,1,5,healthcare,South
162,Addus HealthCare,health and wellness|health care,1240000,ipo,USA,IL,1,8/10/2010,8/10/2010,1,0 days 00:00:00.000000000,,1240000,0,0,1,1,healthcare,Midwest
163,Adenios,biotechnology,810000,operating,USA,NY,1,2/16/2010,2/16/2010,1,0 days 00:00:00.000000000,,810000,0,0,0,1,biotech,Northeast
164,ADFLOW Health Networks,health and wellness,2500190,closed,USA,PA,1,5/18/2011,5/18/2011,1,0 days 00:00:00.000000000,,2500190,0,0,0,1,healthcare,Northeast
165,Adhere2Care,health and wellness,300000,closed,USA,GA,1,3/29/2012,3/29/2012,1,0 days 00:00:00.000000000,,300000,0,0,0,1,healthcare,South
166,AdhereTech,health care|medical devices,2350000,operating,USA,NY,2,7/19/2011,7/9/2014,1,1086 days 00:00:00.000000000,1086 days 00:00:00.000000000,1175000,1086,1086,1,1,medical devices,Northeast
167,Adherex Technologies,biotechnology,3500000,operating,USA,NC,2,12/4/2003,11/27/2013,1,3646 days 00:00:00.000000000,3646 days 00:00:00.000000000,1750000,3646,3646,1,1,biotech,South
168,Adherial,health and wellness|health care information technology|mobile,560000,operating,USA,OR,2,11/30/2014,1/30/2015,1,61 days 00:00:00.000000000,61 days 00:00:00.000000000,280000,61,61,1,1,healthcare,West
169,Adheron Therapeutics,biotechnology,1500000,acquired,USA,CA,1,7/31/2015,7/31/2015,1,0 days 00:00:00.000000000,,1500000,0,0,1,1,biotech,West
170,Adhezion Biomedical,biotechnology,4035000,operating,USA,PA,3,2/25/2010,7/25/2012,1,329 days 00:00:00.000000000,440 days 12:00:00.000000000,1345000,440,329,0,1,biotech,Northeast
171,Adial Pharmaceuticals,biotechnology,6731042,operating,USA,VA,2,3/16/2011,10/2/2013,1,931 days 00:00:00.000000000,931 days 00:00:00.000000000,3365521,931,931,1,1,biotech,South
172,Adiana,biotechnology,23000000,acquired,USA,CA,1,8/25/2005,8/25/2005,1,0 days 00:00:00.000000000,,23000000,0,0,1,9,biotech,West
173,Adicet Bio,biotechnology,14625000,operating,USA,NY,1,8/26/2015,8/26/2015,0,0 days 00:00:00.000000000,,14625000,0,0,1,1,biotech,Northeast
174,AdiCyte,biotechnology,2649402,operating,USA,AZ,2,1/23/2012,3/12/2013,1,414 days 00:00:00.000000000,414 days 00:00:00.000000000,1324701,414,414,0,1,biotech,West
175,Adient Health,health care,458912,operating,USA,CA,1,3/30/2009,3/30/2009,0,0 days 00:00:00.000000000,,458912,0,0,0,1,healthcare,West
176,Adimab,biotechnology,45282384,operating,USA,NH,9,7/16/2007,4/3/2012,1,4 days 00:00:00.000000000,215 days 09:00:00.000000000,5660298,215,4,0,5,biotech,Northeast
177,Adjudica,enterprise software|facebook applications|medical|software|technology|weddings,550000,operating,USA,MO,2,1/1/2010,9/1/2011,1,608 days 00:00:00.000000000,608 days 00:00:00.000000000,275000,608,608,0,2,medical/pharma,Midwest
178,Adlyfe,biotechnology,8300000,operating,USA,MD,2,1/17/2006,2/20/2013,1,2591 days 00:00:00.000000000,2591 days 00:00:00.000000000,4150000,2591,2591,0,3,biotech,South
179,ADMA Biologics,biotechnology,46500000,ipo,USA,NJ,3,10/23/2013,12/15/2014,1,127 days 00:00:00.000000000,209 days 00:00:00.000000000,15500000,209,127,1,1,biotech,Northeast
180,Admera,health and wellness|health care|medical,50000,operating,USA,NJ,1,4/7/2015,4/7/2015,1,0 days 00:00:00.000000000,,14798342.08,0,0,1,1,medical/pharma,Northeast
181,Admittance Technologies,health care,5886000,operating,USA,TX,2,1/19/2013,6/24/2015,1,886 days 00:00:00.000000000,886 days 00:00:00.000000000,2943000,886,886,1,3,healthcare,South
182,Adnavance Technologies,biotechnology,7588201,closed,USA,CA,2,11/29/2005,2/26/2008,1,819 days 00:00:00.000000000,819 days 00:00:00.000000000,3794100.5,819,819,0,5,biotech,West
183,Adnexus,biotechnology|health care|medical|therapeutics,55500000,acquired,USA,MA,3,1/1/2003,8/7/2007,1,1272 days 00:00:00.000000000,839 days 12:00:00.000000000,18500000,839,1272,1,5,medical/pharma,Northeast
184,Adnoviv,industrial|medical|security|sensors,25000,operating,USA,HI,1,2/13/2015,2/13/2015,1,0 days 00:00:00.000000000,,25000,0,0,1,1,medical/pharma,West
185,Adreima,health care|hospitals|medical,50000,operating,USA,AZ,1,8/20/2013,8/20/2013,1,0 days 00:00:00.000000000,,14798342.08,0,0,1,3,medical/pharma,West
186,Aduro BioTech,biotechnology,143380947,ipo,USA,CA,8,11/17/2009,1/5/2015,1,143 days 00:00:00.000000000,267 days 20:34:17.142857144,17922618.38,267,143,1,4,biotech,West
187,Advance Health,health care|information technology|medical|pharmaceuticals,40000000,operating,USA,VA,1,1/27/2015,1/27/2015,1,0 days 00:00:00.000000000,,40000000,0,0,1,3,medical/pharma,South
188,ADVANCE Medical,health care,26000000,operating,USA,CA,2,5/31/2011,9/4/2013,0,827 days 00:00:00.000000000,827 days 00:00:00.000000000,13000000,827,827,1,3,healthcare,West
189,Advanced Animal Diagnostics,biotechnology|health diagnostics,32000000,operating,USA,NC,3,3/15/2011,12/8/2014,1,757 days 00:00:00.000000000,682 days 00:00:00.000000000,10666666.67,682,757,1,4,healthcare,South
190,Advanced BioEnergy,biotechnology,7746327,operating,USA,MN,1,12/30/2009,12/30/2009,1,0 days 00:00:00.000000000,,7746327,0,0,0,1,biotech,Midwest
191,Advanced BioHealing,biotechnology,33500000,acquired,USA,CT,2,11/21/2005,2/27/2007,1,463 days 00:00:00.000000000,463 days 00:00:00.000000000,16750000,463,463,1,5,biotech,Northeast
192,Advanced Biomedical Technologies,biotechnology,205250,operating,USA,NY,1,1/8/2011,1/8/2011,0,0 days 00:00:00.000000000,,205250,0,0,0,1,biotech,Northeast
193,Advanced BioNutrition,biotechnology,17060275,operating,USA,MD,4,1/14/2005,5/25/2011,1,893 days 00:00:00.000000000,774 days 00:00:00.000000000,4265068.75,774,893,1,6,biotech,South
194,Advanced Brain Monitoring,health care,836778,operating,USA,CA,1,4/7/2009,4/7/2009,1,0 days 00:00:00.000000000,,836778,0,0,0,1,healthcare,West
195,Advanced Cardiac Therapeutics,biotechnology,12300000,closed,USA,CA,2,1/11/2010,4/21/2014,1,1561 days 00:00:00.000000000,1561 days 00:00:00.000000000,6150000,1561,1561,0,2,biotech,West
196,Advanced Catheter Therapies,biotechnology|health care|life sciences,14350000,operating,USA,TN,5,9/29/2011,3/17/2015,1,611 days 00:00:00.000000000,316 days 06:00:00.000000000,2870000,316,611,1,5,medical/pharma,South
197,Advanced Cell Diagnostics,biotechnology|health diagnostics,40800000,operating,USA,CA,4,9/3/2009,6/18/2015,1,1155 days 00:00:00.000000000,704 days 16:00:00.000000000,10200000,704,1155,1,6,healthcare,West
198,Advanced Cell Technology,biotechnology,57777000,ipo,USA,CA,3,11/12/2009,7/3/2014,1,416 days 00:00:00.000000000,847 days 00:00:00.000000000,19259000,847,416,1,1,biotech,West
199,Advanced Cooling Therapy,medical devices,4500000,operating,USA,IL,2,8/21/2014,7/9/2015,1,322 days 00:00:00.000000000,322 days 00:00:00.000000000,2250000,322,322,1,3,medical devices,Midwest
200,Advanced fPAT Imaging,medical,100000,operating,USA,FL,1,11/13/2013,11/13/2013,1,0 days 00:00:00.000000000,,100000,0,0,1,1,medical/pharma,South
201,Advanced ICU Care,health care,17825489,operating,USA,MO,4,1/6/2010,7/29/2015,1,191 days 00:00:00.000000000,676 days 16:00:00.000000000,4456372.25,676,191,1,4,healthcare,Midwest
202,Advanced Imaging Technologies,biotechnology,440000,operating,USA,WA,1,5/20/2009,5/20/2009,1,0 days 00:00:00.000000000,,440000,0,0,0,1,biotech,West
203,Advanced Life Wellness Institute,health and wellness,167000,operating,USA,TX,1,6/19/2012,6/19/2012,1,0 days 00:00:00.000000000,,167000,0,0,0,1,healthcare,South
204,ADVANCED MEDICAL ISOTOPE,biotechnology,525000,operating,USA,WA,1,5/3/2013,5/3/2013,1,0 days 00:00:00.000000000,,525000,0,0,0,1,biotech,West
205,Advanced Orthopedic Technologies,fitness|health care|medical|technology,250000,operating,USA,CT,1,4/27/2009,4/27/2009,0,0 days 00:00:00.000000000,,250000,0,0,0,1,medical/pharma,Northeast
206,Advanced Patient Care,health care,200000,operating,USA,MA,2,10/21/2010,7/15/2011,1,267 days 00:00:00.000000000,267 days 00:00:00.000000000,100000,267,267,0,1,healthcare,Northeast
207,Advanced Personalized Diagnostics,health diagnostics|medical,50000,operating,USA,VA,1,12/19/2012,12/19/2012,1,0 days 00:00:00.000000000,,14798342.08,0,0,0,1,medical/pharma,South
208,Advanced Plasma Therapies,biotechnology,500000,operating,USA,NJ,1,4/8/2013,4/8/2013,1,0 days 00:00:00.000000000,,500000,0,0,0,1,biotech,Northeast
209,Advanced Practice Strategies,internet|knowledge management|medical,12000000,operating,USA,MA,1,3/31/2015,3/31/2015,1,0 days 00:00:00.000000000,,12000000,0,0,1,2,medical/pharma,Northeast
210,Advanced Proteome Therapeutics,biotechnology,2077950,operating,USA,MA,5,11/8/2010,2/28/2013,1,483 days 00:00:00.000000000,210 days 18:00:00.000000000,415590,210,483,0,1,biotech,Northeast
211,Advanced Surgical Concepts,health and wellness,798542,operating,USA,LA,2,8/17/2010,2/7/2011,1,174 days 00:00:00.000000000,174 days 00:00:00.000000000,399271,174,174,0,1,healthcare,South
212,Advanced TeleSensors,fitness|health and wellness|health care|medical devices|security,250000,operating,USA,CA,1,1/1/2010,1/1/2010,1,0 days 00:00:00.000000000,,250000,0,0,0,1,medical devices,West
213,AdvanDx,biotechnology,39700000,acquired,USA,MA,5,9/18/2007,3/17/2015,1,755 days 00:00:00.000000000,684 days 06:00:00.000000000,7940000,684,755,1,3,biotech,Northeast
214,Advantagene,biotechnology,500000,operating,USA,MA,1,5/25/2011,5/25/2011,1,0 days 00:00:00.000000000,,500000,0,0,0,1,biotech,Northeast
215,Advaxis,biotechnology,98537423,ipo,USA,NJ,8,10/1/2009,8/26/2015,1,302 days 00:00:00.000000000,307 days 20:34:17.142857144,12317177.88,307,302,1,1,biotech,Northeast
216,Advenchen Laboratories,biotechnology,4475000,operating,USA,CA,1,5/20/2010,5/20/2010,1,0 days 00:00:00.000000000,,4475000,0,0,0,1,biotech,West
217,Advent Health Partners,biotechnology,1500000,operating,USA,TN,1,1/19/2011,1/19/2011,1,0 days 00:00:00.000000000,,1500000,0,0,0,1,biotech,South
218,ADVENTRX Pharmaceuticals,biotechnology,22500000,operating,USA,CA,1,1/7/2011,1/7/2011,1,0 days 00:00:00.000000000,,22500000,0,0,0,1,biotech,West
219,Adventure to Fitness,education|fitness|health and wellness|kids|recipes,1500000,operating,USA,NY,1,10/9/2014,10/9/2014,1,0 days 00:00:00.000000000,,1500000,0,0,1,1,healthcare,Northeast
220,Advera Health Analytics,big data analytics|health and wellness|health care information technology|pharmaceuticals,2000000,operating,USA,CA,1,4/16/2014,4/16/2014,1,0 days 00:00:00.000000000,,2000000,0,0,1,3,medical/pharma,West
221,Advion Inc.,biotechnology,1500000,operating,USA,NY,1,6/30/2014,6/30/2014,1,0 days 00:00:00.000000000,,1500000,0,0,1,1,biotech,Northeast
222,Advocate Health Care,health and wellness,18000000,operating,USA,IL,1,10/3/2013,10/3/2013,1,0 days 00:00:00.000000000,,18000000,0,0,1,1,healthcare,Midwest
223,Adynxx,biotechnology,7540560,operating,USA,CA,3,8/3/2010,7/1/2012,1,161 days 00:00:00.000000000,349 days 00:00:00.000000000,2513520,349,161,0,1,biotech,West
224,AEGEA Medical,biotechnology,55367098,operating,USA,CA,3,5/25/2011,5/4/2015,1,726 days 00:00:00.000000000,720 days 00:00:00.000000000,18455699.33,720,726,1,7,biotech,West
225,Aegerion Pharmaceuticals,biotechnology|health care,19814760,ipo,USA,MA,2,6/28/2010,10/11/2010,1,105 days 00:00:00.000000000,105 days 00:00:00.000000000,9907380,105,105,1,1,healthcare,Northeast
226,Aeglea BioTherapeutics,biotechnology|health care|therapeutics,68000000,operating,USA,TX,3,1/9/2014,3/23/2015,1,28 days 00:00:00.000000000,219 days 00:00:00.000000000,22666666.67,219,28,1,7,medical/pharma,South
227,AEOLUS PHARMACEUTICALS,biotechnology,11755550,operating,USA,CA,6,4/6/2009,3/5/2013,1,183 days 00:00:00.000000000,285 days 19:12:00.000000000,1959258.333,285,183,0,1,biotech,West
228,Aequus Technologies,health and wellness,14727601,operating,USA,NY,1,10/19/2009,10/19/2009,0,0 days 00:00:00.000000000,,14727601,0,0,0,1,healthcare,Northeast
229,Aerial BioPharma,biotechnology,19500000,operating,USA,NC,3,7/12/2012,2/20/2013,1,91 days 00:00:00.000000000,111 days 12:00:00.000000000,6500000,111,91,0,1,biotech,South
230,Aerie Pharmaceuticals,biotechnology,253614965,ipo,USA,NJ,5,9/1/2010,9/9/2014,1,187 days 00:00:00.000000000,367 days 06:00:00.000000000,50722993,367,187,1,6,biotech,Northeast
231,Aerin Medical,biotechnology,7473123,operating,USA,CA,4,12/12/2011,9/2/2015,1,305 days 00:00:00.000000000,453 days 08:00:00.000000000,1868280.75,453,305,1,1,biotech,West
232,Aeromics,biotechnology,1349360,closed,USA,OH,1,3/20/2014,3/20/2014,1,0 days 00:00:00.000000000,,1349360,0,0,0,1,biotech,Midwest
233,Aerovance,biotechnology,120500000,closed,USA,CA,5,3/28/2007,3/21/2011,1,366 days 00:00:00.000000000,363 days 12:00:00.000000000,24100000,363,366,0,10,biotech,West
234,AerovectRx,health care|medical|therapeutics,1200000,closed,USA,GA,5,9/8/2006,1/15/2009,1,264 days 00:00:00.000000000,215 days 00:00:00.000000000,1200000,215,264,0,3,medical/pharma,South
235,Aerpio Therapeutics,biotechnology,63000000,operating,USA,OH,4,1/5/2012,4/23/2014,1,238 days 00:00:00.000000000,279 days 16:00:00.000000000,15750000,279,238,1,8,biotech,Midwest
236,AesRx,biotechnology,3455150,operating,USA,MA,3,6/30/2011,12/10/2013,1,679 days 00:00:00.000000000,447 days 00:00:00.000000000,1151716.667,447,679,1,1,biotech,Northeast
237,Aethlon Medical,health care,17681234,ipo,USA,CA,12,7/10/2009,6/24/2015,1,45 days 00:00:00.000000000,197 days 17:27:16.363636364,1473436.167,197,45,1,1,healthcare,West
238,Aethon,health care,35668990,operating,USA,PA,8,11/30/2005,10/11/2015,1,1479 days 00:00:00.000000000,514 days 13:42:51.428571432,4458623.75,514,1479,1,6,healthcare,Northeast
239,Afferent Pharmaceuticals,biotechnology,89200000,operating,USA,CA,7,8/29/2003,7/8/2015,1,0 days 00:00:00.000000000,721 days 20:00:00.000000000,12742857.14,721,0,1,11,biotech,West
240,Affinergy,biotechnology,3000000,operating,USA,NC,1,3/8/2006,3/8/2006,1,0 days 00:00:00.000000000,,3000000,0,0,0,4,biotech,South
241,Affinimark Technologies,biotechnology,1359394,operating,USA,CT,1,10/13/2010,10/13/2010,1,0 days 00:00:00.000000000,,1359394,0,0,0,2,biotech,Northeast
242,Affinity Therapeutics,biotechnology,400000,operating,USA,OH,1,1/9/2014,1/9/2014,1,0 days 00:00:00.000000000,,400000,0,0,1,1,biotech,Midwest
243,Affinium Pharmaceuticals,biotechnology|health care|pharmaceuticals,81800000,acquired,USA,TX,5,3/26/2007,9/11/2013,1,1152 days 00:00:00.000000000,590 days 06:00:00.000000000,16360000,590,1152,1,5,medical/pharma,South
244,Affomix Corporation,biotechnology,7000000,operating,USA,CT,1,2/22/2008,2/22/2008,1,0 days 00:00:00.000000000,,7000000,0,0,0,3,biotech,Northeast
245,Affymax,biotechnology,112999999,closed,USA,CA,3,7/30/2001,3/3/2009,1,989 days 00:00:00.000000000,1386 days 12:00:00.000000000,37666666.33,1386,989,0,5,biotech,West
246,Afraxis,ediscovery|health care|medical,1500000,operating,USA,CA,2,5/13/2010,12/21/2011,1,587 days 00:00:00.000000000,587 days 00:00:00.000000000,750000,587,587,0,1,medical/pharma,West
247,After Care Apps,health care information technology|mobile|saas,200000,operating,USA,TX,1,11/2/2012,11/2/2012,1,0 days 00:00:00.000000000,,200000,0,0,0,1,healthcare,South
248,AgaMatrix Inc.,health and wellness|health care|medical devices,23660000,operating,USA,NH,1,1/2/2008,1/2/2008,1,0 days 00:00:00.000000000,,23660000,0,0,0,3,medical devices,Northeast
249,AgBiome,biotechnology,52000000,operating,USA,NC,2,4/11/2013,8/20/2015,1,861 days 00:00:00.000000000,861 days 00:00:00.000000000,26000000,861,861,1,6,biotech,South
250,Agencourt Bioscience,biotechnology,1000000,acquired,USA,MA,1,1/1/1998,1/1/1998,0,0 days 00:00:00.000000000,,24514914.83,0,0,1,2,biotech,Northeast
251,Agency for Student Health Research,analytics|big data|databases|edtech|education|health care information technology|mobile health|risk management|software,425000,operating,USA,CA,2,5/1/2014,1/7/2015,1,251 days 00:00:00.000000000,251 days 00:00:00.000000000,212500,251,251,1,1,healthcare,West
252,AgeneBio,biotechnology,11001850,operating,USA,IN,8,6/30/2009,2/6/2015,1,286 days 00:00:00.000000000,292 days 10:17:08.571428572,1375231.25,292,286,1,1,biotech,Midwest
253,Agensys,biotechnology,84100000,operating,USA,CA,2,3/4/2002,7/12/2007,1,1956 days 00:00:00.000000000,1956 days 00:00:00.000000000,42050000,1956,1956,1,14,biotech,West
254,Agenus,biotechnology,171140000,ipo,USA,MA,5,8/4/2009,9/23/2015,1,1360 days 00:00:00.000000000,560 days 06:00:00.000000000,34228000,560,1360,1,3,biotech,Northeast
255,Aggamin Pharmaceuticals,biotechnology,3722355,operating,USA,MA,1,4/18/2013,4/18/2013,0,0 days 00:00:00.000000000,,3722355,0,0,0,1,biotech,Northeast
256,Aggredyne,biotechnology,3000000,operating,USA,TX,1,4/23/2012,4/23/2012,1,0 days 00:00:00.000000000,,3000000,0,0,0,1,biotech,South
257,Agile Edge Technologies,medical,50000,operating,USA,VA,1,4/3/2014,4/3/2014,1,0 days 00:00:00.000000000,,14798342.08,0,0,1,1,medical/pharma,South
